id,name,description
2994.0,جان استوارت میل,جان استوارت میل، زاده ی 20 می 1806 و درگذشته ی 8 می 1873، فیلسوفی انگلیسی بود. میل برای مدتی طولانی، کارمند کمپانی هند شرقی بود و مدتی هم ریاست آن را بر عهده داشت. او در دهه ی 1860 نماینده ی مجلس عوام در پارلمان بریتانیا شد و به دفاع از سیاست لیبرال در مسائل قانون گذاری و آموزشی همت نهاد. نوشته های سیاسی میل درباره ی مسائل مربوط به حقوق و آزادی سیاسی، حکومت پارلمانی و جایگاه زنان در جامعه بوده است. او گذشته از آن که نویسنده بود و در زمینه ی منطق، شناخت شناسی، اخلاق و اقتصاد کار می کرد، در عرصه ی سیاست نیز فعالیت داشت.
5440.0,نادر نوری زاده,
40400.0,کثی شویف,کثی شویف (Kathy Shwiff) نویسنده آمریکایی می باشد.
35810.0,پونه سعیدی,پونه سعیدی نویسنده ایرانی متولد سال 1365 می باشد.
66538.0,گروه گاما,
44166.0,مینا فرج زاده,
67151.0,محدثه محمدی,
4502.0,بامداد صالحی,بامداد صالحی متولد سال 1359 شاعر، نویسنده، مترجم، آهنگساز، و خوانندۀ ایرانی است.
63696.0,رابرت پریچارد,رابرت دی. پریچارد دکترای خود را در سال 1969 از دانشگاه مینه سوتا  دریافت کرد. او در حال حاضر استاد روانشناسی و مدیریت در دانشگاه فلوریدا مرکزی است. علاقه اولیه او به انگیزه و سنجش و بهبود عملکرد سازمانی است. او در ایالات متحده، کانادا، انگلستان، هلند، آلمان، سوئیس، فنلاند، مکزیک، پورتوریکو، اسپانیا، جمهوری چک، سوئد و روسیه کارگاه‌ها، سمپوزیوم‌ها و سخنرانی‌هایی درباره آثار خود ارائه کرده است. او همچنین چندین جایزه ی تحقیقاتی از جمله جایزه مشارکت علمی برجسته از انجمن روانشناسی صنعتی و سازمانی در سال 2002 در زمینه انگیزش و عملکرد دریافت کرده است. او عضو انجمن روانشناسی صنعتی و سازمانی و انجمن روانشناسی آمریکا می باشد.
4725.0,رامین کریمی,رامین کریمی(متولد سال ۱۳۵۶)، پژوهشگر روانشناسی خانواده است.
44866.0,یاسمین شریف پور,
4826.0,فرانک باجلان,
3325.0,رضا آذرخشی,
15734.0,سعید رضا دوست,سعيد رضا دوست شاعر و نویسنده ی اهل نیشابور متولد سال 1363 می باشد.
40574.0,ویلیام یوری,ویلیام یوری نویسنده، استاد دانشگاه، انسان شناس و متخصص مذاکره آمریکایی است. او یکی از بنیانگذاران برنامه هاروارد در مورد مذاکره بود. علاوه بر این، او به تأسیس شبکه مذاکره بین المللی با رئیس جمهور سابق جیمی کارتر کمک کرد. یوری یکی از نویسندگان کتاب Getting to Yes با راجر فیشر است که روش مذاکره اصولی را بیان کرد و ایده بهترین جایگزین برای توافق مذاکره شده (BATNA) را در نظریه مذاکره ایجاد کرد.
32297.0,ندا بهرامی نژاد,
1015.0,فرخ بافنده,فرخ بافنده متولد سال 1357 نویسنده و مترجم ایرانی می باشد.
11231.0,رکسانه فرمانفرماییان,ركسانه بتول فرمانفرماييان (زاده فوریه 1955) مدرس انگلیسی در سیاست بین الملل در دانشگاه کمبریج است.
3353.0,حسن افشار,
764.0,مری هیگینز کلارک,مری ترسا النور هیگینز کلارک کانهینی، زاده ی 24 دسامبر 1927، رمان نویس آمریکایی است.کلارک در همان سنین پایین نوشتن را شروع کرد و پس از چندین سال کار به عنوان منشی، یک سال را به عنوان مهمان دار هواپیما گذراند. او سپس ازدواج کرد و با نوشتن داستان های کوتاه، مخارج زندگی را تأمین می کرد.بعد از این که شوهرش در سال 1964 از دنیا رفت، کلارک به کار نوشتن متن برای رادیو مشغول شد تا این که به اصرار مدیر برنامه هایش، به نوشتن رمان روی آورد.رمان های پرتعلیق این نویسنده به موفقیت های زیادی دست یافت و تا سال 2007، هشتاد میلیون نسخه از آثارش تنها در ایالات متحده به فروش رفت. گفتنی است که کارول، دختر کلارک، نیز نویسنده است.
27705.0,جبرائیل نعمت زاده,جبرائیل نعمت زاده مترجم ایرانی متولد سال 1345 می باشد.
26625.0,تانگی ویل,تانگي ویل (7 ژوئیه 1973 ، برست) نویسنده فرانسوی است. تانگي ویل که ساکن ویلا مدیسیس در سالهای 2003-2004 بود، برای رمان خود به دلیل رمان L'absolue perfection du crime جایزه Prix Fénéon و Prix littéraire de la vocation را دریافت کرد. او همچنین برای مقاله 353 du Code pénal در سال 2017 برنده جایزه بزرگ RTL-Lire شد. سایر مطبوعات در نیویورک ترجمه ویلیام رودارمور را در مارس 2019 منتشر کردند.
26624.0,آرش نعیمیان,
15666.0,لوکا نوولی,لوکا نوولی (زاده 7 اکتبر 1947) کاریکاتوریست و نویسنده ایتالیایی است. نوولی که در میلان به دنیا آمد، در زراعت فارغ التحصیل شد و اولین نوارهای خود را در سال 1967 برای برخی از انتشارات دانشگاه شروع کرد. وی اولین کار حرفه ای خود را در سال 1971 با مجموعه طنزهای تاریخچه، که در مجله یورا منتشر شده بود، انجام داد و اندکی بعد، کمیک استریپ موفق Gli Edenisti را ایجاد کرد، که در روزنامه های Gazzetta di Parma و Il Messaggero و در مجله Pardon منتشر شد. در سال 1974 او بهترین اثر شناخته شده خود، طنز استری ایل لائوراتو را خلق کرد، که در روزنامه های ایل جورنو و ایل مساجرگو و در مجله مردان فقط منتشر شد. در سال 1976 همکاری خود را با مجله آلمانی Pardon آغاز کرد. در سال 1978 نوولی Viaggio al centro della cellula ، یک کتاب درسی طنز زیست شناسی را منتشر کرد و پس از موفقیت در این رشته، وی در كتاب های علوم محبوب برای كودكان تخصص یافت، كه توسط Mondadori در ایتالیا منتشر شد و اغلب به زبان های خارجی ترجمه می شد.
15667.0,حسین ابوالقاسمی,
27810.0,کاظم معتمدنژاد,کاظم معتمدنژاد (زادهٔ اردیبهشت ۱۳۱۳ در مود، خراسان جنوبی – درگذشتهٔ ۱۴ آذر ۱۳۹۲ در تهران) روزنامه‌نگار و حقوق‌دان ایرانی بود.معتمدنژاد به دلیل نقشی که در تدریس آکادمیک علوم ارتباطات و روزنامه‌نگاری در ایران داشت به «پدر علم ارتباطات ایران» شهرت یافته بود. کاظم معتمدنژاد در سال ۱۳۱۳ در روستای مود در استان خراسان جنوبی (۳۶کیلومتری بیرجند مرکز استان) متولد شد. پدرش فرهنگی و مدیر دبیرستان بود و سایر اعضای خانوادهٔ او نیز در مشاغل فرهنگی بوده‌اند. تحصیلات ابتدایی و قسمتی از تحصیلات متوسطه خود را در زادگاهش و قسمت دیگر را در بیرجند و سال ششم ادبی را در دبیرستان مروی تهران گذراند. در سال ۱۳۳۶ به اخذ درجهٔ لیسانس و در سال ۱۳۳۹ به اخذ درجهٔ دکتری در رشتهٔ حقوق قضائی از دانشکده حقوق و علوم سیاسی دانشگاه تهران نائل شد.وی در زمان تحصیل در دورهٔ کارشناسی، با مدیر وقت روزنامه کیهان -که استاد او نیز بود- رابطهٔ دوستانه‌ای برقرار کرد. وقتی استاد از دانشجویان دورهٔ دکتری برای همکاری در کیهان دعوت کرد، معتمد نژاد فرصت را غنیمت شمرده و به محیط روزنامه وارد شد. دیری نپایید که از مترجمی زبان فرانسه، به مسئولیت گروه خارجی و مقالات ارتقا یافت.روزنامهٔ کیهان که به روزنامه‌نگاران تحصیلکرده نیاز داشت، برای وی بورسیه‌ای از دولت فرانسه دریافت کرد. معتمد نژاد در دانشگاه سوربن فرانسه موفق به اخذ دکتری حقوق و علوم سیاسی و نیز دکتری تخصصی روزنامه‌نگاری از انستیتوی مطبوعات و علوم نظری دانشگاه پاریس شد.وی از سال ۱۳۴۶ وکیل پایه یک دادگستری شده و از سال ۱۳۷۹ مشاور حقوقی اتحادیه بین‌المللی ارتباطات دور بود. تلاش‌های معتمدنژاد به همراه نعیم بدیعی در دوران بعد از انقلاب که دانشکده ارتباطات و رشتهٔ ارتباطات منحل و ارتباطات به یکی از گرایش‌های رشته علوم اجتماعی تبدیل شده بود، باعث شد دوباره این رشته احیا شود.او از زمرهٔ نخستین گروه‌های دانشجویانی است که با سفر به غرب و تحصیل در این رشته، پای مباحث این علم را که در دنیا هم جزو علوم جدید محسوب می‌شود، به کشور باز کردند. او البته جزو گروهی از دانش‌آموختگان قدیمی این رشته بوده که نه تنها به کشور خود بازگشته، بلکه به شکل فعالی، در این زمینه به دانش‌افزایی جامعهٔ علاقمندان پرداخته و خیلی از اولین‌های این رشته -ازجمله نخستین دانشکدهٔ علوم ارتباطات- را در کشورمان بنیاد می‌نهد.
6192.0,داریوش صادقی,داریوش صادقی، متولد ۱۳۵۴ تهرانکارشناس زبان و ادبیات فارسیکارشناس ارشد روان شناسی عمومیمدیر مرکز توسعۀ ارتباطات و فن آوری پژوهشعضو انجمن نویسندگان کودک و نوجوانمدرس مراکز آموزش و پرورش مناطق ۱-۴-۸-۱۲ در سال های ۱۳۷۷ تا ۱۳۷۹مدرس دارالتحفیظ قرآن کریم سالهای ۱۳۷۱ الی ۱۳۷۵مدرس دوره های تربیت مربی کودکان و نوجوانانمولف بیش از ۹۰ جلد کتاب، مقاله و پژوهش های علمیتالیفات۱- مجموعه کتاب های سلام کلاس اولی ها ۲۰ جلد سال ۱۳۸۰۲- مجموعه کتاب های آسان بخوانیم ۴ جلد ۱۳۸۳۳- مجموعه کتابهای راحت بخوانیم ۱۰ جلد ۱۳۸۴۴- مجموعه کتابهای علوم،املا و ریاضی آسان ۸ جلد ۱۳۸۶۵- مجموعه سلام پیش دبستانی ها ۲۴ جلد ۱۳۸۹۶- مجموعه کتابهای آموزش کامل ریاضی پیش دبستانی ۱۰ جلد ۱۳۹۱۷- کتاب روش علمی حفظ قرآن ۱۳۸۰۸- کتاب آموزش روش روخوانی قرآن کریم۱۳۸۰۹- چاپ بیش از ۱۰ مقالۀ تخصصی در خصوص اختلالات یادگیری کودکان و…
65783.0,لوک پیرسن,لوک پیرسون (متولد 12 اکتبر 1987) تصویرگر، کاریکاتوریست، و نویسنده کتاب های کمیک بریتانیایی است که بیشتر برای مجموعه کمیک های هیلدا برای Nobrow Press، و هیلدا، مجموعه نتفلیکس بر اساس کمیک ها شناخته شده است.
56432.0,زهرا السادات عمرانی,
46293.0,مرکز اسناد انقلاب اسلامی,مرکز اسناد انقلاب اسلامی مؤسسه دولتی ایرانی است، که در زمینه پژوهش و جمع‌آوری اسناد و مدارک در حوزه تاریخ انقلاب اسلامی ایران فعالیت می‌کند‌. این مرکز در سال ۱۳۶۰ با هدف انجام تحقیقات مستند تاریخی، تدوین و نگارش تاریخ انقلاب اسلامی ایران تأسیس شد. هم‌اکنون مصطفی پورمحمدی ریاست مرکز اسناد انقلاب اسلامی را برعهده دارد. این مرکز در سال ۱۳۵۹ با رهنمود روح‌الله خمینی به سید حمید روحانی تأسیس شد و با پیام مورخ ۲۰ دی ۱۳۶۷ به او نیز با دستوری دیگر به مهدی کروبی تحکیم یافت. در سال ۱۳۷۴ با انتخاب هیئت امنای مرکز،سید حمید روحانی کماکان در سمت خود باقی ماند و در سال ۱۳۷۶ از مقام خود استعفا داد و برای مدت ۵ ماه این منسب به ناصرقلی عسگری معاون اداره رمز محرمانه وزارت امور خارجه سپرده شد، تا زمانی که روح‌الله حسینیان به عنوان رئیس مرکز اسناد انقلاب اسلامی منصوب گردید که تا زمان مرگش ریاست آنرا برعهده داشت. مرکز اسناد انقلاب اسلامی در طول فعالیت خود توانسته است نزدیک به یک میلیون و هفتصد هزار برگ سند نوشتاری، شصت هزار قطعه عکس، دویست هزار قطعه نگاتیو، بیست و سه هزار ساعت صدا و پانزده هزار ساعت تصویر، آرشیوی بسیار غنی از اسناد انقلاب اسلامی را جمع‌آوری کند. سیاستگذاری بلندمدت این مرکز، تدوین و نگارش تاریخ انقلاب اسلامی است. مرکز اسناد انقلاب اسلامی سعی کرده تا با استفاده از آرشیو اسناد و کتابخانه بزرگ تخصصی تاریخ معاصر (حدود ۴۰ هزار عنوان کتاب)، آرشیو مطبوعات (تمام روزنامه‌های ایران از بدو پیدایش روزنامه‌نگاری در کشور تاکنون) و همه مجلات منتشر شده در حوزه سیاست و تاریخ معاصر، فضای علمی جهت مطالعه و پژوهش را برای محققان ایجاد کند.
33708.0,حسن کمالی,حجت الاسلام حسن کمالی متولد سال 1327،  نویسنده و پژوهشگر حوزه و دانشگاه می باشد.
13101.0,رابرت چارلز زینر,رابرت چارلز زنر(Robert Charles Zaehner) (زادهٔ ۸ آوریل ۱۹۱۳ – مرگ ۲۴ نوامبر ۱۹۷۴) متخصص و پژوهشگر ادیان شرقی بریتانیایی بود. او همچنین یک افسر عضو سازمان‌های اطلاعاتی بریتانیا بود و در دهه ۱۹۵۰ میلادی در ایران در کودتای ۲۸ مرداد ۱۳۳۲ نقش داشت. زنر که سویسی‌تبار بود زبان‌هایی چون پارسی، یونانی، لاتین و اوستایی را آموخته‌بود. او که پهلوی هم می‌دانست بر روی جستار زروان کار کرده‌بود. زنر در آینده برای مطالعهٔ متن‌های هندو سانسکریت را فراگرفت و نیز برای درک با بوداگرایی و اسلام زبان پالی و عربی را آموخت.او در ۱۹۴۳ و در گیرودار جنگ جهانی دوم افسر سازمان ام آی ۶ بریتانیا در سفارت این کشور در تهران بود. او که به لهجه‌های بومی ایرانی آشنایی داشت در هنگام رساندن تدارکات به روسیه از راه‌آهن ایران می‌کوشید تا جلوی خرابکاری آلمان‌ها یا هوادارانشان در ایران را برای نگهداشتن این یاری‌رسانی بگیرد. او تا ۱۹۴۷ به بازی نقش دیپلماتیک در ایران پرداخت.در بازگشت به انگلستان به پژوهش‌های پیشین خود پرداخت ولی همچنان کارمند ام‌آی ۶ ماند. در ۱۹۴۹ در جزیره مالت به آموزش نیروهای ضدکمونیستی پرداخت. در ۱۹۵۰ آموزندهٔ ادبیات فارسی در دانشگاه آکسفورد گردید. در ۱۹۵۱ هم در پی مأموریتی سفری کوتاه به ایران داشت. مأموریت او به رویدادهای نهضت ملی شدن صنعت نفت به رهبری محمد مصدق بازمی‌گشت. او پس از این مأموریت به بریتانیا بازگشت و پژوهش‌های پیشینش را از سرگرفت.
13102.0,نزهت صفای اصفهانی,
18754.0,محمدحسن نجفی,محمد حسن نجفی معروف به صاحب جواهر با نام کامل آیت‌الله شیخ محمد حسن بن شیخ باقر بن شیخ عبد الرحیم بن آقامحمد بن ملا عبد الرحیم شریف اصفهانی (احتمالاً ۱۱۶۶ تا ۱۲۲۸ هجری خورشیدی) از فقهای شیعه و صاحب کتاب جواهر الکلام فی شرح شرایع الاسلام که بین روحانیان شیعه از ارزش بالایی برخوردار است.وی از سال ۱۲۶۲ هجری قمری مرجعیت عامه شیعیان را بر عهده داشت.
18371.0,رابرت جی استرنبرگ,رابرت استرنبرگ زادهٔ ۸ دسامبر ۱۹۴۹ ، یک دانشمند در زمینه روان‌شناسی شناختی اهل ایالات متحده آمریکا است.
6440.0,مجتبی امیری مجد,
6303.0,مصطفی ملکیان,"مصطفی ملکیان (زادهٔ ۱۳۳۵) فیلسوف و روشنفکر ایرانی است. بخش عمدهٔ پژوهش‌های او در حوزهٔ اخلاق، دین، فلسفهٔ دین، اگزیستانسیالیسم، روان‌شناسی، علوم انسانی، روش تحقیق و روشنفکری است. نظریه عقلانیت و معنویت پروژهٔ مهم اوست. ملکیان از منتقدان روشنفکری دینی است. ملکیان از سال ۱۳۸۹ تا کنون مشغول تدریس در موسسه مطالعات سیاسی-اقتصادی ""پرسش"" است. او در شهرضا به دنیا آمد. پدرش، عبدالرحیم ملکیان، معروف به ناصح قمشه‌ای، از مشاهیر شهرضا بود. مصطفی ملکیان در سال ۱۳۵۲ تحصیل در رشته مهندسی مکانیک را در دانشگاه تبریز آغاز کرد، اما دغدغه‌های فلسفی و کلامی باعث شد وی رشته مهندسی را رها کند و به سراغ فلسفه برود. او تحصیل در حوزه و دانشگاه را هم‌زمان پی گرفت. ملکیان به گفته خودش، در مهر ماه سال ۱۳۵۸ وارد حوزه علمیه می‌شود و در سال ۱۳۷۷ حوزه را ترک می‌کند. ملکیان در سال ۱۳۶۵ در رشته فلسفه موفق به اخذ مدرک لیسانس شد و با اینکه تنها یک گام تا دفاع از پایان‌نامه کارشناسی ارشد فلسفه اسلامی دانشگاه تهران فاصله داشت از ادامه تحصیل انصراف داد. سپس به قم رفت و سالیانی نیز به تحصیل در حوزه علمیه قم پرداخت. در قم از درس کسانی چون عبدالله جوادی آملی، محمدتقی مصباح یزدی، حسن حسن‌زاده آملی، یحیی انصاری شیرازی و سید رضا بهاءالدینی و آقای ستوده بهره برد. وی مدتی در مؤسسه امام خمینی مشغول تحصیل و تدریس بود. ویرایش کتاب جامعه و تاریخ اثر محمدتقی مصباح یزدی از نتایج این همکاری است."
2892.0,مهاتما گاندی,گاندی، زاده ی 2 اکتبر 1869 و درگذشته ی 30 ژانویه ی 1948، رهبر سیاسی و معنوی هند بود که مردم این کشور را در راه آزادی از استعمار امپراتوری بریتانیا رهبری کرد.گاندی در گجرات هند به دنیا آمد و در سیزده سالگی با دختری همسن خود ازدواج کرد. گاندی برای وحدت میان مسلمانان و هندوهای هند، یک ماه روزه گرفت و در رژه ی نمک به همراه چند صد هزار هندی، 400 کیلومتر راه پیمود تا از آب دریا نمک بگیرد و با این عمل، قانون مالیات نمک را بی اعتبار سازد. این مبارزه با دعوت هندی ها برای تحریم کالاهای انگلیسی بود و با بازتاب جهانی رو به رو شد و نهایتا انگلیسی ها مجبور به مذاکره شدند. سرانجام مردم هندوستان با رهبری گاندی توانستند استقلال کشورشان را در سال 1947 به دست آورند.
10380.0,شهرام نقش تبریزی,
3143.0,هاروارد بیزینس ریویو,هاروارد بیزنس ریویو مرجع پیشتاز در تفکر مدیریت هوشمند است .هاروارد بیزنس ریویو از طریق مجله HBR ، ۱۱ کتاب ویرایش شده دارای مجوز بین المللی از انتشارات هاروارد بیزنس ریویو ، و محتوای دیجیتالی و ابزارهای منتشر شده در HBR.org ، بینش دقیق و تجارب ارزشمندی را در اختیار متخصصان سراسر جهان قرار می دهد تا خود و سازمان‌هایشان را به شکلی موثرتر هدایت کرده و اثر مثبتی ایجاد کنند.
35327.0,شراره شبل الحکما,
19113.0,سو پتن ثوئل,سو پتن‌ ثوئل روان درمانگر بازنشسته و روحانی روحانی است. او نویسنده دوازده کتاب است و هنوز هم از نوشتن لذت می برد.
40842.0,پرستو قلم چی,
28277.0,ژیلا تقی زاده,ژیلا تقی‌زاده (زاده ۲ شهریور ۱۳۳۸ – درگذشته ۲ فروردین ۱۳۹۹) داستان‌نویس، نمایشنامه‌نویس و نقاش اهل ایران بود. ژیلا تقی‌زاده در ۲ شهریور ۱۳۳۸ در تهران زاده شد. تقی‌زاده در سال ۱۳۶۷ در رشته کارشناسی گرافیک از دانشگاه الزهرا فارغ‌التحصیل شد. او از سال ۱۳۶۴ نمایشگاه‌های نقاشی گوناگونی به صورت انفرادی و گروهی در گالری‌های مختلف برگزار کرده‌است. ژیلا تقی‌زاده از سال ۱۳۸۴ همکاری خود را با رادیوی برون‌مرزی صدای آشنا، رادیو فرهنگ، رادیو جوان، رادیو نمایش و رادیو سلامت در زمینه نمایشنامه‌نویسی رادیویی آغاز کرد. از دیگر فعالیت‌های او طراحی و اجرای پوسترهای تئاتر، تصویرگری کتاب‌ها و نشریات گوناگون، طراحی صحنه و لباس و عروسک در نمایش‌ها و تئاترهای مختلف بوده‌است که جوایز مختلفی را نصیب او کرده‌است.او ۲۱ سال درگیر بیماری سرطان بود و سرانجام صبح شنبه، ۲ فروردین ۱۳۹۹ درگذشت.
25093.0,راب پارسونز,راب پارسونز متولد سال 1948 ، یک سخنران بین المللی در مورد مسائل خانوادگی و نویسنده کتاب های پرفروشی از جمله قلب موفقیت و پدر 60 دقیقه ای است. بیش از نیم میلیون نفر در سمینارهای زنده او شرکت کرده اند.
16727.0,فاطمه اعلمی,
3731.0,آنتونی هوروویتس,آنتونی هوروویتس، زاده ی 5 آپریل 1955، فیلمنامه نویس و رمان نویسی انگلیسی است که بیشتر در حوزه ی داستان های معمایی و جنایی کار می کند. او مدرک خود در رشته ی ادبیات انگلیسی را از دانشگاه یورک و مدرکش در رشته ی تاریخ هنر را از کالج ونبرو دریافت کرده است. اولین کتاب هوروویتس در سال 1979 به انتشار رسید.
23736.0,اما چیچسترکلارک,اما الیزابت کلارک (متولد 15 اکتبر 1955) تصویرگر و نویسنده کتاب کودکان بریتانیایی است. وی بیش از 60 عنوان کتاب منتشر کرده است و بیشتر به دلیل مجموعه کتاب های تصویری مربوط به اسباب بازی کودک به نام Blue Kangaroo شناخته می شود. چیچستر کلارک، دختر رابین چیچستر-کلارک و جین هلن گودارد، در دهه 1970 در مدرسه هنر چلسی در زمینه طراحی گرافیک تحصیل کرد. وی پس از دو سال کار در یک استودیوی طراحی، زیر نظر کوئنتین بلیک در کالج رویال هنر تحصیل کرد. کتاب او به این گوش کن برنده جایزه مادر غاز در سال 1988 برای بهترین تازه وارد شد.
70074.0,نینا دی گرامونت,نینا دی گرامونت نویسندگی خلاق را در دانشگاه کارولینای شمالی ویلمینگتون تدریس می کند. او با دخترش، سگش ایزابل و شوهرش، نویسنده دیوید گسنر زندگی می کند.
6219.0,گیتا شیخ الاسلامی,
6980.0,منیر مهریزی مقدم,"متولد سال 1347 در شهرستان سبزوار (خراسان رضوی) و فرزند هفتم یک خانواده 
پرجمعیت و صمیمی هستم: 6 خواهر و 3 برادر. پدر مرحومم راننده کامیون بود و 
مادر مهربان و زحمتکشم خانه دار (که البته ایشان در قید حیات هستند).از دوران کودکی فقط بازی های پرتحرک ( و البته بدون کامپیوتر! ) را به یاد دارم که هنوز از یادآوری و مرور آنها لذت می برم.از
 ابتدای ورود به کلاس اول ابتدایی، با علاقه خاصی به ادبیات، خصوصا املاء و
 انشاء در سال های بالاتر توجه کردم. با یادگرفتن حروف، در هر جا چشمم کار 
می کرد جمله سر هم می کردم و کلمه ها را که آموختم با آنها جمله های قشنگ و
 معنی دار می ساختم. به محض باسواد شدن، خواندن را شروع کردم و بعدها 
فهمیدم که علاقه من به خواندن ارثی بوده که از پدرم به من رسیده بود. پدرم 
که شش کلاس آن زمان سواد داشت بیشتر اوقات فراغتش را با کتاب خواندن 
می گذراند. البته تقریبا خواهر و برادر های دیگرم هم کتاب خوان بودند، ولی
 من از همه بیشتر!بچه که بودم خواندن را از کتاب های احساسی و مصور 
کودکانه مثل سیندرلا و سفیدبرفی و سری کتاب های طلایی که هم سن و سالان من 
با نام آنها آشنا هستند، شروع کردم. از خواندن آنها لذت وافری می بردم و در
 ذهن کودکانه ام بعد از هر بار خواندن به آنها پر و بال می دادم."
54493.0,اصغر قائدان,دکتر اصغر قائدان نویسنده ایرانی متولد سال 1343 می باشد.
32670.0,سیما سودخواه,
9010.0,موریس بلانشو,موریس بلانشو (Maurice Blanchot) (زاده ۲۷ سپتامبر، ۱۹۰۷ - درگذشته ۲۰ فوریه، ۲۰۰۳) رمان‌نویس، نظریه‌پرداز ادبی، و فیلسوف فرانسوی بود. موریس بلانشو در تاریخ ۲۲ سپتامبر ۱۹۰۷ در کن (Quain) در یک خانواده مرفه زاده شد. در سال ۱۹۲۲ تحصیلات متوسطه خود را به پایان رساند. در همین سال معده وی تحت عمل جراحی قرار گرفت. طی عمل یک اشتباه پزشکی او را تا دم مرگ برد اما زنده ماند. تأثیر این اشتباه تا پایان عمر بر جسم وی ماند.بلانشو سپس تحصیلات خود را در رشته فلسفه در کشور آلمان تا سال ۱۹۲۵ ادامه داد. در همین دوران بود که با امانوئل لویناس آشنا شد. این دو در آن زمان از نظر سیاسی با هم شباهتی نداشتند.بلانشو از ۱۹۳۱ همکاری با نشریات راست افراطی را آغاز کرد و نخستین متن ژورنالیستی خود را با عنوان فرانسوا موریاک و کسانی که گم شده بودند چاپ کرد. از آن پس شروع به انتشار مقالات سیاسی و ادبی را ادامه داد. او در همین سال به مقام سردبیری نشریه دبا (Débats) رسید. در سال ۱۹۳۲ نگارش رمان تومای ناشناخته را آغاز کرد.در سال‌های ۱۹۳۳ و ۱۹۳۴ همکاری وی با نشریات راست افراطی و جریانات ضدسامی شدت گرفت. بلانشو همواره از سوی منتقدانش، بخصوص برخی روشنفکران از جمله تزوتان تودوروف، بابت این سالها شماتت شده‌است.در ماه مه سال ۱۹۴۰ نگارش تومای ناشناخته به پایان رسید. ۱۰ مه آلمان کشور فرانسه را طی جنگ دوم جهانی اشغال کرد. بلانشو روزنامه‌نگاری سیاسی را رها کرد، اما به همکاری با نشریه دبا ادامه داد.
30667.0,لیلیان دانیلز,لیلیان دانیلز (Lilian Daniels) نویسنده آمریکایی می باشد.
5620.0,شهین نوروزی باستانی,
25088.0,محمدامیر قدوسی	,محمدامیر قدوسی پژوهشگر حوزه فلسفه حقوق، فلسفه اخلاق و فلسفه سیاست است. او دانش آموخته حقوق عمومی دانشگاه شهید بهشتی، وکیل پایه یک دادگستری و مدرس دانشگاه است. او به ترتیب در سالهای 1396 و 1398، رتبه یک کنکور سراسری در دو مقطع کارشناسی ارشد و دکتری حقوق عمومی در ایران بوده است.
70133.0,اسکات کی. پاورز,اسکات پاورز یک فیزیولوژیست آمریکایی است که بر روی بررسی اثرات ورزش و عدم تحرک عضلانی بر روی عضلات قلبی و اسکلتی تمرکز دارد که در حال حاضر پروفسور UAA در دانشگاه فلوریدا است.
34490.0,رضا نوری,استادیار فیزیولوژی ورزشی پردیس کیش دانشگاه تهران
932.0,تنسی ویلیامز,توماس لانیر تنسی ویلیامز، زاده ی 26 مارس 1911 و درگذشته ی 25 فوریه ی 1983، نمایشنامه نویس آمریکایی بود.ویلیامز در می سی سی پی به دنیا آمد و در کودکی مبتلا به گونه ای حاد از دیفتری شد که او را بسیار ضعیف و عملا یک سال در خانه محبوس کرد. او در سال 1929 برای تحصیل در رشته ی روزنامه نگاری به دانشگاه میزوری رفت. ویلیامز به امید به دست آوردن پول بیشتر، اشعر، مقالات، داستان ها و نمایشنامه های خود را در مسابقات مختلف نویسندگی عرضه می کرد.پس از گذشت سال هایی نه چندان موفق، او ناگهان به خاطر نوشتن نمایشنامه ی باغ وحش شیشه ای به شهرت رسید و دوران نویسندگی موفق خود را آغاز کرد. ویلیامز به همراه آرتور میلر و یوجین اونیل، در زمره ی برجسته ترین نمایشنامه نویسان قرن بیستم آمریکا قرار دارد.تنسی ویلیامز سرانجام در سن هفتاد و یک سالگی در هتل الیزه ی نیویورک درگذشت.
5377.0,رحیم مخدومی,در سال 1345 در ورامین متولد شده و تحصیلات خود را تا مقطع لیسانس در رشته علوم تربیتی ادامه داده است و از معلمین دلسوز کشور می‌باشد و در عین حال با بسیج، سپاه، جهاد سازندگی و سازمان تبلیغات اسلامی همکاری داشته است.
33897.0,ناصر حمیدی,
22504.0,حبیب الله نصیری فر,حبیب اله نصیری فر، مردادماه سال 1314 در تهران به دنیا آمد. وی پس از پایان دوران تحصیلات دبیرستان درمدرسه مروی، در سال 1331 در شهرداری تهران استخدام و به عنوان بازرس سینما و تئاتر  در اداره درآمد خدمت خود را آغاز كرد. نصیری فر پس از چند سال  کار در شهرداری، استعفا و در چاپخانه روزنامه کیهان به فعاليت خود ادامه داد ولی پس از چهار سال، دوباره به شهرداری تهران برگشت و در سال 1360به افتخاربازنشستگی نائل شد.
18669.0,محمد زارعی توپخانه,حجت‌الاسلام‌ محمد زارعی توپخانه متولد سال 1358، روان‌شناس و عضو علمی گروه خانواده پژوهشگاه حوزه و دانشگاه می باشد.
