id,name,description,counter
12557.0,بیدل دهلوی,ابوالمعانی میرزا عبدالقادر بن عبدالخالق ارلاس، متخلص به بیدل، و نیز مشهور با نام بیدل دهلوی، شاعر پارسی‌سرای سبک هندی در اوایل نیمه دوم قرن یازدهم و اواخر نیمه دوم قرن دوازدهم هجری است. «ابوالمعانی میرزا عبدالقادر بیدل» فرزند «میرزا عبدالخالق» در سال ۱۰۵۴هـ. ق در پتنه در ایالت بهار هندوستان به دنیا آمد و در آنجا رشد کرد و تربیت یافت. سال تولد او از «انتخاب» و «فیض قدس» در می‌آید. او شاعر پارسی‌گوی است که از ترکان جغتایی برلاس یا ارلاس بدخشان افغانستان بود؛ وی بیشتر عمر خود را در شاه جهان‌آباد دهلی زندگی کرد و آثار منظوم و منثور خود را ایجاد کرد.او در سال ۱۰۷۹ ه‍.ق بخدمت محمداعظم بن اورنگ زیب پیوست. سپس، به سیاحت پرداخت، و سرانجام، در «سال ۱۰۹۶ ه‍. ق» در دهلی سکنی گزید، و نزد آصف جاه اول، (نظام حیدرآباد) دکن منزلت بلند داشت.بیدل در روز پنج‌شنبه چهارم صفر سال «۱۱۳۳ ه‍. ق» در دهلی زندگی را بدرود گفت و در صحن خانه‌اش، در جایی که خودش وصیت کرده بود، دفن گردید.در آثار بیدل، افکار عرفانی با مضامین پیچیده، استعارات، و کنایات به‌هم آمیخته، و خیال‌پردازی و ابداع مضامین تازه با دقت و موشکافی زیادی همراه گردیده‌است. در نظم و نثر سبکی خاص دارد، و از بهترین نمونه‌های سبک هندی به‌شمار می‌آید.شفیعی کدکنی در کتاب شاعر آیینه‌ها در مورد بیدل می‌گوید: «بیدل را باید نماینده تمام عیار اسلوب هندی به‌شمار آوریم.»,1166
19902.0,محمود بن هدایت الله افوشته ای نطنزی,محمود بن هدايت‌اللّه افوشته‌اى نطنزى (متولد حدود: 938-افوشه نطنز)، مورخ، شاعر و فضلاى دوران شاه عباس اول صفوى. از آثار او کتاب نقاوة الآثار في ذكر الأخيار در تاریخ صفویه در تاريخ صفويه از واپسين ايام زندگانى شاه تهماسب اول تا يازدهمين سال پادشاهى شاه عباس اول (1007 هجرى قمرى)وى علاوه بر تسلط در نظم و نثر، در فن تاريخ و حديث هم دست داشته و اشعار زيادى سروده و از آن‌ها ديوانى فراهم ساخته و آن را بر اساس «حواس خمسه» به پنج قسمت تقسيم كرده است:- ديوان اول و دوم، در غزليات عاشقانه به نام‌هاى «مجازيه» و «غايت المجاز».- ديوان سوم، شامل قصايد و مقطعات و اقسام ديگرى از شعر در حمد خدا و رسول به نام «حاصل الحيات».- ديوان چهارم در مدح پادشاه و اعيان زمان به نام «اضطراريه».- ديوان پنجم موسوم به «براءة القلم».هيچ یک از این ديوان‌ها تاكنون به دست نيامده و تنها چيزى كه ما را به هنر شاعرى مؤلف رهنمون مى‌كند، اشعار نسبتا مفصلى است كه وى به مقتضاى كلام در لابلاى حوادث تاريخى آورده كه به جز مواردى اندك، بقيه اثر طبع خود اوست و اگر اشعار ديوان‌هاى ياد شده نيز بر این نسق باشد، از لطف ادبى خالى بوده است.,1167
5654.0,فاضل نظری,فاضل نظری متولد ۱۰ شهریور ماه سال ۱۳۵۸ در خمین واقع در جنوب استان مرکزی است. او یک شاعر ایرانی، استاد دانشگاه و مدیرعامل کانون پرورش فکری کودکان و نوجوانان است. در مورد وضعیت تحصیلی او باید بدانید که او تحصیلات ابتدایی تا پایان متوسطه خود را در شهرهای خمین و خوانسار سپری کرده است. و با پذیرفته شدن در دانشگاه در سال ۱۳۷۶ برای ادامه تحصیل در رشته‌ مدیریت به تهران مهاجرت کرد و تحصیلات خود را تا أخذ مدرک دکترای رشته مدیریت تولید و عملیات در دانشگاه شهید بهشتی پی گرفت.او دارای عناوین ادبی خاصی است از جمله دبیری سه دوره جشنواره بین‌المللی فیلم صد، دبیری علمی جشنواره بین‌المللی شعر فجر و عضویت در شورای علمی گروه ادبیات انقلاب اسلامی فرهنگستان زبان و ادب فارسی. در مورد آثار او باید بدانید که تا کنون از این شاعر پر طرفدار، پنج مجموعه شعری با نامهای گریه‌های امپراتور، اقلیت، آن‌ها، ضد و کتاب به چاپ رسیده و در اختیار مخاطبان قرار گرفته است. سه مجموعه اول از مجموعه‌های شعری او از سوی انتشارات سوره مهر در یک بسته‌بندی مجزا تحت عنوان سه‌گانه شعریِ فاضل نظری منشر شده است؛ و در نهایت هر پنج مجموعه شعری در قالب «پنج دفتر» عرضه شده‌اند.,1168
24905.0,رضا مقسمی,,1169
27756.0,کوشیار کریمی طاری,کوشیار کریمی طاری متولد سال 1347، دارای دکترای حرفه‌ای پزشکی می باشد.,1170
67224.0,شرکت نیکولودئون,شرکت نیکولودئون(اغلب به Nick خلاصه می شود) یک کانال تلویزیونی آمریکایی است که در 1 آوریل 1979 به عنوان اولین کانال کابلی برای کودکان راه اندازی شد. توسط پارامونت گلوبال از طریق گروه کودکان و خانواده بخش شبکه های آن اداره می شود. این کانال عمدتاً برای کودکان 2 تا 17 ساله،  همراه با مخاطبان خانواده گسترده‌تر از طریق بلوک‌های برنامه‌اش هدف گرفته است.,1171
67110.0,پریسا جباری,,1172
2411.0,عبدالکریم رشیدیان,عبدالکریم رشیدیان، پژوهشگر حوزه ی فلسفه و مترجم، به سال ۱۳۲۷ در شهر دزفول متولد شد. پس از گذراندن تحصیلات اولیه و گرفتن دیپلم طبیعی در سال ۱۳۴۵، و دریافت مدرک کارشناسی شیمی در سال ۱۳۴۸ راهی فرانسه شد. دوره ی کارشناسی و کارشناسی ارشد فلسفه را در دانشگاه پاریس به اتمام رساند و دکتری فلسفه را در سال ۱۳۵۷ از دانشگاه سوربن دریافت کرد. او در حال حاضر مدرس و عضو هیئت علمی گروه فلسفه ی دانشگاه شهید بهشتی ست.وی در سال ۱۳۸۵ برای تألیف کتاب هوسرل در متن آثارش جایزه ی کتاب سال در حوزه ی فلسفه را دریافت کرد و کتاب های نقد قوه ی حکم و از مدرنیسم تا پست مدرنیسم با ترجمه ی او به ترتیب در سال های ۱۳۷۹ و ۱۳۸۲ از سوی کتاب سال به عنوان کتاب برگزیده ی تشویقی انتخاب شدند.,1173
34805.0,آنی سومون,آنی سومون (۱۹۲۷ – ۳۱ ژانویه ۲۰۱۷) نویسنده داستان کوتاه فرانسوی و مترجم انگلیسی به فرانسوی بود.سومون به عنوان متخصص ادبیات انگلیسی و مترجم انگلیسی به فرانسوی شروع به کار کرد. او کتاب هایی از V.S. نایپل، نادین گوردیمر و جان فاولز در میان دیگران.سومون بیشتر به خاطر مجموعه های داستان های کوتاهش شناخته می شود. او کتاب‌های داستان کوتاه را در مدت بیش از سی سال منتشر کرد و جوایز متعددی را برای کارهایش از جمله جایزه Goncourt de la Nouvelle در سال 1981 برای Quelquefois dans les Cérémonies، جایزه SGDL داستان کوتاه برای Je suis pas un camion در سال 1989 به چاپ رساند. و جایزه داستان کوتاه رنسانس در سال 1993 برای Les voilà quel bonheur.,1174
2467.0,الهه هاشمی,الهه هاشمی مترجم ایرانی متولد سال 1361 می باشد.,1175
25546.0,واحد داداش زاده,واحد داداش زاده متولد سال 1343، نویسنده و پزشک عمومی می باشد.,1176
48873.0,محمدحسن ابوحمزه,"محمدحسن ابوحمزه در سال ۱۳۴۳ به دنیا آمد و تا مقطع دیپلم درس خواند. اولین داستان او در ۱۳۶۳ در مجله امید انقلاب و در مسابقه ای ادبی برگزیده و چاپ شد. دومین داستانش به نام نجات را بالای ارتفاعات قلاویزان توی دیدگاه دیده بانی نوشت که آن هم در اولین جشنواره ادبیات داستانی بسیج برگزیده شد. سایر داستان های وی در بیش از سی جشنواره ادبی مانند جشنواره فیلمنامه نویسی انقلاب اسلامی بنیاد فارابی برگزیده شده اند. دوکتاب دختران فیروزه ای و دیده بان ها ایستاده می خوابند. شامل مجموعه داستان های کوتاه . او به چاپ رسیده است. ابوحمزه داستان نویس پرکار تهرانی دارای داستانهای کوتاهی زیادی می باشد که از جمله آنها به موارد زیر می توان اشاره کرد: ""تک برگ پیچک""،""خشمگین""، ""هارمونی ریل راه آهن""، ""صید ماهی صبور""، ""سایبانی از نخل""، ""سکه ها ""، ""از ما اصرار از پیرمرد تدارکات انکار""،این که آمد آن که باید بیاید نیست""، ""پایان لبخند خاکی""، ""آخرین پیام""،""آخرین پلاک شناسایی مان را در مشت می فشردیم""...داستانهای ""آچمز"" و ""جون بکنید بیایید بالا"" نیز برگزیده نخستین جشنواره سراسری لبخند خاکی فراخوان داستان طنز دفاع مقدس در آستانه میلاد امام رضا (ع) در اردیبهشت سال 1390 بوده است.ابوحمزه بر اساس برخی از آثارش نویسنده حوزه دفاع مقدس به حساب می آید. برای مثال داستان کوتاه ""آخرین پلاک شناسایی مان را در مشت می فشردیم"" به عنوان داستان ادب پایداری در هشتاد و یکمین جلسه نقد کتاب دفاع مقدس بنیاد حفظ آثار و نشر ارزش های دفاع مقدس در خرداد ماه سال 1387 مورد نقد و بررسی قرار گرفته است.",1177
40900.0,گرگ اس رید,فیلمساز و سخنران اصلی، گرگ رید (Greg S. Reid) (متولد: سن دیگو، کالیفرنیا، ایالات متحده)، نویسنده، کارآفرین، و مدیر عامل شرکت های موفق شماره 1 است که زندگی خود را وقف کمک به دیگران برای دستیابی به تحقق نهایی یعنی یافتن و داشتن یک زندگی هدفمند کرده است.,1178
16932.0,السا پونست,السا پونست بانل نویسنده و فیلسوف اسپانیایی، دختر محبوب علمی اروارد پونست است. وی در دهه 60 در لندن متولد شد. وی در هائیتی، ایالات متحده و مادرید بزرگ شد. و دارای مدرک فلسفه و نامه های دانشگاه آکسفورد و فوق لیسانس علوم انسانی است. وی همچنین دارای مدرک کارشناسی ارشد روزنامه نگاری از دانشگاه خودمختار مادرید و فوق لیسانس آموزش متوسطه از UCJC است. او دو دختر دارد.,1179
,مانا قرشی,,1180
,موناسادات محمدپور,,1181
25304.0,عبدالرضا ناصر مقدسی,عبدالرضا ناصر مقدسی متولد مهرماه ۱۳۵۷ در بندرانزلی می­ باشد. وی تحصیلات ابتدایی و متوسطه ­ی خود را در بندر انزلی گذراند. پس از آن، برای گذراندن دوره­ ی پزشکی عمومی راهی شیراز شد. وی در سال ۱۳۸۹ موفق به اخذ درجه ­ی تخصصی در رشته­ ی بیماری­های مغز و اعصاب از دانشگاه علوم پزشکی تهران شد. او از سال ۱۳۹۱ به طور اختصاصی به ویزیت و درمان بیماران مبتلا به ام اس مشغول است و علاوه بر انتشار مقاله­ های متعدد تخصصی، دغدغه­ های جدی در باب ارتقای بینش عمومی و فرهنگ جامعه در ارتباط با این بیماری و پدیده ه­ای که خود آن را بیماری« ام اس فوبیا» می­نامد دارد. او بدین منظور مقالات متعددی را در نشریات کشور به چاپ رسانده است.,1182
44280.0,رحمت اله رسولی مقدم,رحمت اله رسولی مقدم پنجم خرداد ۱۳۶۹ در روستایی کوهستانی و دور افتاده هفت چشمه از توابع شهرستان بویراحمد استان کهگیلویه و بویراحمد به­دنیا آمد.او فارغ التحصیل کارشناسی ارشد ارزیابی و آمایش سرزمین است.علاقه او به ادبیات و شعر به اولین روزهای سوادآموزی بازمی­گردد.سرودن شعر را از سال 92 در حالی آغاز کرد که عزیزاله فریدونی دایی او هم دستی در سرودن شعر داشت.او که برای آشنایی با شعر به هیچ انجمنی نرفته بود، نقطه عطف شعرهایش را زمان آشنایی با غلامرضا طریقی می­داند.او در کنار غلامرضا طریقی از آموزه­های ابراهیم اسماعیلی اراضی، مرحوم حسین جلال­پور، فریبا یوسفی، آرش شفاعی، انسیه موسویان، مسعود میرقادری و مریم جعفری آذرمانی بهره­ برده ­است. او همچنین از حمایت­های شهرام میرزایی و سیده زهرا بصارتی برخوردار بوده ­است. ضمن اینکه مدتها اشعارش را برای ارزیابی در پایگاه نقد شعر قرار می­داد. علاقه اصلی او به­ عنوان کلاسیک­سرا، قالب غزل است.تاثیر حسین صفا در نگاه او به غزل نیز مسئله­ای قابل بیان در زندگی شاعرانه اوست.اولین مجموعه شعر او، «زیر انگشت های تشریح»، با راهنمایی­های بهزاد نجفی توسط نشر ایهام منتشر شده ­است.,1183
40646.0,جان استیمسون,جان استیمسون (Joan Stimson) نویسنده انگلیسی می باشد.,1184
40645.0,فاطمه زرگری,فاطمه زرگری مترجم ایرانی متولد سال 1353 می باشد.,1185
27046.0,آلکسیا دلریو,الکسیا دلریو (Alexia Delrieu) پس از شروع زندگی حرفه ای خود در سیاست و روزنامه نگاری، خود را وقف مجسمه سازی و نویسندگی می کند.,1186
47016.0,مزدک صالحی پامناری,مزدک صالحی پامناری نویسنده ایرانی متولد سال 1366 می باشد.,1187
4850.0,مرتضی کربلایی لو,مرتضی کربلایی لو متولد ۱۳۵۶ در تبریز است. وی در ۱۳۸۸ مقام اول جایزه ادبی اصفهان را با رمان مفید آقا کسب کرد. در سال ۱۳۸۹ با مجموعه داستان روباه و لحظه‌های عربی نامزد جایزه روزی روزگاری شد و در سال ۱۳۸۹ با رمان نوشیدن مه در باغ نارنج نامزد جایزه منتقدان مطبوعات شد. رمان جمجمه ات را قرض بده برادر برای وی نامزدی در جایزه قلم زرین را به همراه داشت و قاراچوبان رمان دیگری از وی هست که در جایزه ادبی هفت اقلیم در سال ۱۳۹۰ تقدیر شده‌است. وی تا کنون بیش از ۱۵ عنوان کتاب در حوزه رمان و مجموعه داستان و ۱۶ مقاله علمی در حوزه فلسفه نوشته‌است.,1188
32503.0,الکساندر الدر,الکساندر الدر متولد 1950 (سن 71 سال)، سن پترزبورگ، روسیه یک تاجر حرفه ای و معلم معامله گران است. او نویسنده کتاب تجارت جدید برای زندگی است، که در بین معامله گران یک کلاسیک مدرن محسوب می شود.,1189
29387.0,مانی مرادی,مترجم ایرانی متولد سال 1358 می باشد.,1190
26711.0,اعظم فهیمی,اعظم فهیمی متولد سال 1371، نویسنده جوان ایرانی می باشد.,1191
5553.0,یون فوسه,یون فوسه (Jon Fosse‎؛ زادهٔ ۲۹ سپتامبر ۱۹۵۹) یک نمایش‌نامه‌نویس، و نویسنده اهل نروژ است. آثار وی به فارسی توسط نویسنده، مترجم و محقق تئاتر در کشور سوئد، محمد حامد توسط انتشارات نیلا به فارسی ترجمه شده است.,1192
5188.0,محمد حامد,محمد حامد مترجم ایرانی متولد سال 1334 می باشد.,1193
16901.0,آنتونی استور,آنتونی استور زاده ی ۱۸ مه ۱۹۲۰ و درگذشته ی ۱۷ مارس ۲۰۰۱ یک روان‌کاو، روانپزشک و پدیدآور اهل بریتانیا بود. وی دانش‌آموختهٔ کالج وینچستر، کالج مسیح دانشگاه کمبریج و «دانشکدهٔ پزشکی بیمارستان وست‌مینستر» بود. از جمله آثار او می‌توان به کتاب «تنهایی، بازگشت به خود» اشاره کرد.,1194
5489.0,حسن مرندی,,1195
21044.0,علی آرمین,علی آرمین متولد 1361 تهران؛ دانشجوی دکترای دانشگاه معارف؛ اشتغال به درس خارج حوزه علمیه می باشد.دو رمان «پرواز با پاراموتور را دوست دارم» و «کمیک استریپ‌های شهاب» از آثار ایشان است. رمان بزرگسال«به نام یونس» و دو داستان کودک «کریستال و قالیچه پرنده» و «کی خانم نارنجی را ناراحت کرده» به ترتیب توسط انتشارات شهرستان ادب و انتشارات جمکران در دست چاپ است. در مجموعه داستان‌های «کتاب خاتم»، « ردپای منظم روی برف‌ها و چند داستان» و «مرا عقیق تو باید» داستان کوتاه دارد. داستان‌های او در برخی مجلات مانند سلام بچه‌ها و آفرینه منتشر شده است. وی تا کنون در بخش داستان کوتاه و رمان جوایز متعددی را دریافت کرده است: برگزیده جشنواره اشراق/قم 96؛ تقدیر شده در بخش رمان جشنواره اشراق به خاطر «کمیک استریپ‌هاش شهاب»/ قم96؛ مقام دوم در جشنواره هنر آسمانی در بخش رمان ویژه با رمان «به نام یونس»/ قم94؛ مقام اول در جشنواره طنز سوهان روح/ قم93؛ جزو ده نفر برتر جشنواره خاتم/ تهران95؛ تقدیر شده جشنواره خاتم/ تهران96؛ رتبه‌ی برتر در همایش «خاک و خورشید»/ دزفول93؛ تقدیر از رمان کودک و نوجوان «کریستال و قالیچه پرنده» در جشنواره‌ی ملّی اشراق/ قم93، مقام اول در کنگره ملّی روحانیت و انقلاب/ قزوین94، تقدیر شده در جشنواره سوهان روح/ قم96.,1196
29127.0,گری ویلسون,"گری ویلسون یک مشاور و نویسنده مستقل و رئیس برنامه موفقیت آمیز آموزش و پرورش ملی در زمینه افزایش موفقیت پسران در انگلستان است. وی ""استفاده از استاندارد ملی مدارس سالم برای بالا بردن موفقیت پسران"" برای DFES را نوشته و در سال 2003 به عنوان اولین افسر بهبود مدرسه LEA کشور با مسئولیت ویژه برای افزایش موفقیت های پسران در انگلستان ساخته شد. او چندین بار در تلویزیون و رادیو 4 معلمان حضور داشته است.",1197
11940.0,حدیث لزرغلامی,حدیث لزرغلامی، متولد مرداد 1360، نویسنده، شاعر، فیلمنامه‌نویس، عضو سه دوره‌ی هیأت‌مدیره‌ی انجمن نویسندگان کودک‌و‌نوجوان و دانش‌آموخته‌ی رشته‌ی روزنامه‌نگاری از دانشگاه علامه‌طباطبایی است.از او بیش از بیست‌وپنج جلد کتاب داستان و شعر برای کودکان، نوجوانان و بزرگسالان منتشر شده که بعضی از آن‌ها قوقولی غوغول، مجموعه کتاب‌های دوستت دارم و اگر زن نبودم، قطار بودم هستند. اولین رمان کودکش، روبی، برنده‌ی لوح زرین و دیپلم افتخار از جشنواره‌ی کتاب کانون پرورش فکری کودکان و نوجوانان شد. او برای تلویزیون و سینما فیلمنامه می‌نویسد و این روزها سرپرستی نویسندگان انیمیشن گیگول (دایره‌المعارف انیمیشنی کودکان و نوجوانان) را به عهده دارد و در دفتر خدمات تخیلی مداد بنفش به تولید کتاب، انیمیشن و اپلیکیشن برای بچه‌ها مشغول است.,1198
35846.0,برنو آبراهام کرمر,برونو آبراهام کرمر بازیگر، کارگردان و نمایشنامه نویس فرانسوی متولد 6 اکتبر 1958 در پاریس است. او در سال 1989 تئاتر نامرئی را ایجاد کرد که از آن زمان تاکنون مدیر هنری آن بوده است. او در سینما در فیلم هایی از کلود شابرول، دانیل تامپسون، کیم چاپیرون، آن فونتن، برتراند بلیر، یان مویکس، رادو میهایلانو، زابو بریتمن، تام بزوشا، مارکو کارمل، ژرژ ویلسون، پیر گرانیر-دفر و غیره ظاهر شده است. میشل روزیر، لوران بوهنیک، سرژ فریدمن... و برای تلویزیون با آلن تاسما، لوران هاینمن، کلود گورتا، سباستین گرال، مارک آنجلو، کریستین دو شالونگ، آلن ورموز، مارسل کامو، کلود فارالدو.,1199
19994.0,سحر وفایی تاج خاتونی,,1200
26521.0,حسین معززی نیا,حسین معززی نیا، از منتقدان جدی و صاحب فکر سینما و داماد شهید سید مرتضی آوینی است. این منتقد و مدرس سینما، سینمایی نویس مؤلف، و مستندساز صاحب سبک، به سال 1352 در تهران متولد شده و فعالیت جدی مطبوعاتی اش را به عنوان نویسنده، خبرنگار و گزارشگر در ماهنامه سوره، به سردبیری سیدمرتضی آوینی آغاز کرده است. همکاری در مقام دبیر سرویس سینمایی با مجلات سروش، نقد سینما، مشرق و مهر را در کارنامه دارد و کتاب های «درباره ابراهیم حاتمی کیا»، «فیلمفارسی چیست»، و «سینما و افق های آینده»، مجموعه های مستند تلویزیونی «سینمای دینی»، «سنگ کاغذ قیچی»، «روایت راوی» و «عالم هیچکاک»، و فیلم های مستند «سفر سبز»، «روایتی نو»، و «عروسی ایرانی، فیلمسازی ایرانی» از دیگر آثار اوست.معززی نیا، پس از سال های تدریس تاریخ سینما و تحلیل فیلم در مراکز مختلف آموزشی، و عضویت در هیئت های داوری چندین و چند جشنواره سینمایی، از زمستان 88، مجله موفق سینمایی 24 را سردبیری می کند.,1201
56599.0,مریم لطفعلی,,1202
33837.0,مایکل باکلی,مایکل ویلیام باکلی (زاده 16 اوت 1969) یک نویسنده پرفروش کودکان است که آثارش شامل خواهران گریم و سری کتاب های N.E.R.D.S است. مایکل باکلی که در آکرون، اوهایو به دنیا آمد، در دانشگاه اوهایو تحصیل کرد و در آنجا با ممتاز فارغ التحصیل شد. مدت کوتاهی پس از فارغ التحصیلی از دانشگاه اوهایو در سال 1986، باکلی به شهر نیویورک نقل مکان کرد.,1203
33844.0,سعید رزازیان,,1204
48612.0,فروغ فروتنی,فروغ فروتنی نویسنده و شاعر هایکونویس ایرانی متولد سال 1348 می باشد.,1205
2998.0,فردریش انگلس,فردریش انگلس، زاده ی 28 نوامبر 1820 و درگذشته ی 5 آگوست 1895، فیلسوف و انقلابی کمونیست آلمانی و نزدیکترین همکار کارل مارکس بود. انگلس بنا به خواست پدرش عازم انگلستان شد تا در آن جا علم تجارت بیاموزد. انگلستان که در آن عصر، پیشرفته ترین کشور صنعتی به شمار می رفت و خاستگاه اصلی طبقه ی جدید، یعنی طبقه ی کارگران صنعتی محسوب می شد، تجارب ارزنده ای را در اختیار انگلس گذاشت. او در انگلیس فرصت یافت تا از نزدیک شاهد زندگی و کار جان فرسای کارگران صنعتی باشد. متأثّر از این استثمار بی رحمانه، انگلس به ریشه های درد و علل شرایط تحمل ناپذیر کارگران اندیشید و به مطالعه ی نقایص جنبش منشورگرایی که برکناری داوطلبانه ی قدرت سرمایه داری را تبلیغ می کرد، پرداخت. انگلس در کنار مارکس، برای پایه گذاری تئوری علمی سوسیالیسم، تدوین برنامه ی مبارزاتی کارگران اروپایی و ایجاد حزب طبقه ی کارگر، فعالیتی مداوم داشت.,1206
7491.0,بابل دهقان,,1207
49907.0,حسین انتظامی,حسین انتظامی (زادهٔ ۱۰ اردیبهشت ۱۳۴۶ در مشهد)، از روزنامه‌نگاران، دانشگاهیان و مسئولان فرهنگی جمهوری اسلامی ایران، رئیس سازمان سینمایی و سمعی، بصری، معاون اسبق مطبوعاتی وزارت ارشاد، مؤسس مؤسسه مطبوعاتی جام جم، رئیس سابق هیئت مدیره مؤسسه همشهری و مدیرمسئول سابق خبرآنلاین است.,1208
28744.0,عبدالحسین خسروپناه دزفولی,استاد خسروپناه در سال 1345 در شهرستان دزفول دیده به جهان گشود وی در کنار دروس متوسطه (رشته تجربی) از سال 1362 تحصیلات حوزوی خود را آغاز کرد و در سال 1368 در مقطع سطح سوم فارغ التحصیل شد.دروس حوزوی، را در مقطع سطح سوم از محضر اساتید مجرب در حوزه علمیه دزفول از جمله آیات مکرم آقای قاضی دزفولی، تدین نژاد، مدرسیان، سبط شیخ انصاری بهره برد. در سال 1368 دروس خارج فقه و اصول را درحوزه علمیه قم آغاز کرد و از محضر اساتیدی چون حضرات آیات عظام وحید خراسانی، فاضل لنکرانی در حوزة علمیه قم حدود 12 سال بهره برد. وی در کنار دروس خارج به دروس تخصصی کلام اسلامی نیز اشتغال داشت و در سال 1374 در مقطع دکترای کلام اسلامی با رتبه اول از مؤسسه امام صادق علیه السلام فارغ التحصیل شد و پایان نامه خود را با عنوان انتظارات بشر از دین به اتمام رساند.تحصیل فلسفه و تفسیر از دیگر ویژگیهای تحصیلی وی است که از سال 1364 تاکنون ادامه داشته و از محضر اساتیدی چون آیت الله تدیننژاد ، آیت الله حسنزاده آملی، آیت الله جوادی آملی، آیت الله مصباح یزدی، آیت الله سبحانی و آیت الله انصاری شیرازی استفاده های فراوان برده است.وی از سال1361 تا 1367 در کنار تحصیلات حوزوی و کلاسیک در سالهای دفاع مقدس به فعالیتهای نظامی پرداخت و در عملیاتهای مختلف به عنوان دیده بان و... شرکت جست ، از دیگر فعالیتهای ایشان می توان برگزاری جلسات قران در مساجد دزفول برای جوانان و نوجوانان را نام برد ایشان ازسال 1370 در کنار تحصیل به فعالیت پژوهشی اشتغال ورزید و فعالیتهای فردی و جمعی را دنبال کرد از سال 1372 تا 1376 مدیریت پژوهشی اصطلاح نامه فلسفه مرکز مطالعات تحقیقات دفتر تبلیغات حوزه علمیه و از سال 1376 تا 1378 مدیریت اداره پژوهشی نهاد مقام معظم رهبری در دانشگاهها و از سال 1377 تا 1382 مدیریت اصطلاح نامه عرفان دایرة المعارف علوم عقلی و از سال 1379 مدیریت گروه فلسفه پژوهشگاه فرهنگ و اندیشه اسلامی و از سال 1379 جانشین مرکز مطالعات و پژوهشهای حوزه علمیه قم را به عهده داشت، وی از سال 1362 در کنار تحصیل به تدریس دروس حوزه اشتغال داشته و تا کنون در مدارس علمیه دزفول و قم و مؤسسه امام صادق و مؤسسه امام خمینی جامعة الزهراء به تدریس ادبیات، فقه ، اصول ، فلسفه و کلام مشغول بوده و هست و نیز از سال 1365 در دانشگاه تربیت معلم دزفول و دانشگاههای شهید چمران اهواز، شهید بهشتی تهران، علامه طباطبایی، تربیت مدرس، دانشگاه علوم اسلامی رضوی مشهد و دانشگاه مذاهب به تدریس دروس فلسفی و کلامی اشتغال داشته و از سال 1371 در کنگرهها و همایشهای علمی داخلی وخارجی شرکت جسته و مقالات دارای امتیاز خود را قرائت کرده است,1209
14274.0,احمدرضا بهرام پور,دکتر احمدرضا بهرام‌پور عمران متولد سال 1335، مدرس دانشگاه، پژوهشگر و نويسنده ایرانی می باشد.,1210
26447.0,تاج الدین حسین خوارزمی,,1211
,اکرم آقاجانلو,,1212
6226.0,سعید بیابانکی,سعید بیابانکی (متولد ۱۳۴۷ در خمینی شهر) شاعر ایرانی است.بیابانکی در قالب های سنتی و سپید شعرهای زیادی دارد؛ ولی در قالب غزل و چارپاره آثار قابل توجه تری خلق کرده است. چارپاره های او به تعبیر منتقدان از نمونه های برتر چارپاره در سال های پس از انقلاب است. سیدعلی موسوی گرمارودی معتقد است چارپاره های بیابانکی در کتاب سنگچین از بهترین چارپاره های شاعران دهه چهل و پنجاه به مراتب بهتر است. در چارپاره های بیابانکی به مفاهیمی مثل عشق، مذهب زندگی شهدا مسایل اجتماعی و تاریخی و احیای خرده فرهنگ ها پرداخته شده است. بیابانکی در زمینه شعرهای عاشقانه آیینی و اجتماعی و طنز آثار مشهوری دارد که در حافظه خیلی ها جای گرفته است.,1213
9625.0,مایکل بونگی استاینر,مایکل بونگی استاینر در خط مقدم شکل دادن به چگونگی سازمانها در سرتاسر جهان مانند مربیگری رفتار و شایستگی رهبری اساسی است. کتاب او The Coaching Habit پرفروش ترین کتاب مربیگری این قرن است که بیش از 700000 نسخه فروخته شده و 1000+ نقد پنج ستاره در آمازون دارد.,1214
4500.0,مریم اصغرپور,,1215
4300.0,پل استراترن,"پل استراترن (زاده 1940) نویسنده و شخصیت دانشگاهی انگلیسی است. وی در لندن متولد شد و در کالج ترینیتی، دوبلین تحصیل کرد و پس از آن برای دو سال در نیروی دریایی خدمت کرد. وی سپس برای زندگی به یک جزیره یونانی رفت. در سال 1966 او به هند و هیمالیا سفر کرد. رمان ""یک فصل در آبیزسینیا"" او، در سال 1972 جایزه سامرست مگام را گرفت.علاوه بر پنج رمان، وی همچنین کتابهای بیشماری در زمینه علم، فلسفه، تاریخ، ادبیات، پزشکی و اقتصاد به نگارش درآورده است.",1216
584.0,احسان نوروزی,احسان نوروزی در سال 1358 در تهران متولد شد. نوروزی دانش‎آموخته رشته ادبیات نمایشی است. او علاوه بر ترجمه چندین اثر، نویسنده رمان نیز است.,1217
8321.0,پروین پناهی,پروین پناهی متولد سال ١٣۶۴ در تهران، دارای مدرک کارشناسی‌ارشد ادبیات فارسی است. از آثار او می‌توان به  «آلتای»، «تپه‌ هفت دیو»، «هاچی و بالدرین»، «فوتی فروتی غوله، «شاه و ماه»  و... اشاره کرد. او مدرس و داور چندین جشنواره قصه‌گویی، از جمله جشنواره «مادران قصه‌گوی شهر تهران» است.,1218
