group_id,description
102903,استاد دکتر «بدرالزمان قریب» به سال 1308 هـ . ش در تهران متولد شد. وی به عنوان شاگرد اول از مدرسۀ نوربخش، دیپلم طبیعی گرفته. سپس به سال 1332 در رشتۀ زبان ادبیات فارسی دانشگاه تهران پذیرفته شد و به سال 1336 کسب رتبۀ اول، لیسانس زبان و ادبیات فارسی گرفت و چون در آن زمان، مقطع فوق لیسانس نبود، بلافاصله وارد دورۀ دکتری شد. ایشان پس از یک سال از شروع دورۀ دکتری، این رشته را در دانشگاه پنسیلوانیا ادامه داد. در پنسیلوانیا نزد پروفسور «کنت»، فارسی باستان خواند. اما پس از چندی پروفسور کنت درگذشت و «مارک درسون» برای تدریس دروس زبان‌های ایران برگزیده شد. به پیشنهاد مارک درسون دکتر قریب به دنیای زبان فلسفه وارد گردید. ایشان علاوه بر آموختن دیگر زبان‌های ایرانی باستان و میانه، آواشناسی را نیز فراگرفت. دکتر قریب اکنون استاد بازنشستۀ گروه فرهنگ و زبان‌های باستانی دانکشدۀ ادبیات دانشگاه تهران و عضو پیوستۀ فرهنگستان زبان و ادب فارسی است. کتاب حاضر حاوی مقالاتی است که به مناسبت بزرگداشت این داستان از سوی دوستداران، دانشجویان، پژوهشگران، استادان و همکاران ایشان تدوین گردیده است.
6173,"فریدریش ویلهلم نیچه (زادهٔ ۱۵ اکتبر ۱۸۴۴ – درگذشتهٔ ۲۵ اوت ۱۹۰۰) فیلسوف، شاعر، منتقد فرهنگی، جامعه شناس، آهنگساز و فیلولوژیست کلاسیک بزرگ آلمانی و استاد لاتین و یونانی بود که آثارش تأثیری عمیق بر فلسفهٔ غرب و تاریخ اندیشهٔ مدرن بر جای گذاشته است.کتاب واپسین شطحیات نام هشتمین جلد از مجموعه ی آثار نیچه است .این کتاب در سه فصل نوشته شده است .اولین قسمت آن روزشماری از زندگی این فیلسوف بزرگ، فلسفه وشرح حال و جهان بینی اش ارائه می دهد.در این بخش نویسنده به ریشه های تفکرات نیچه می پردازد، و او را در دوره ای که خود نویسنده آن را ""کسوف معنوی ""می نامد تشریح کرده و به دقت بررسی می کند .فصل دوم با نام واپسین شطحیات که نام کتاب نیز است جملاتی پراکنده و نقل قول هایی از نیچه را پوشش می دهد این بخش شامل جملاتی است که این فیلسوف بزرگ در 10سال پایانی عمر خود گفته است و در واقع می توان این جملات گهربار را انعکاسی از مقطعی از زندگی نیچه دانست و روحیات او را به گونه ای که در قالب آن جملات در آمده است شناخت یعنی دیوانگی و جنون را در این جملات به وضح دید.در سومین فصل از کتاب شطحیات نوشته های آغازین نیچه آمده است . این نوشته ها بیشتر در سن 17تا 18سالگی فیلسوف نوشته شده اند."" .بینش تاریخی نیچه ""نیز فضل پایانی کتاب واپسین شطحیات است که طی آن نظرات وآرای تعدادی صاحب نظر در باب نیچه جمع آوری شده است .کتاب واپسین شطحیات توسط حامد فولادوند گردآوری و ترجمه شده است. این کتاب را نشر جامی منتشر کرده است."
6994,کتاب پیش رو داستانی علمی تخیلی است که در آینده ای دور، در سال 3000 میلادی می گذرد. در کهکشان های دور که مردمانی متفاوت با مردمان امروزی دارد، پزشک روانشناسی زندگی می کند که کارش پژوهش درباره ی نوعی از سلول های مغزی است که مسئولیت یادآوری در حافظه ی انسان را دارد.
24377,
39340,راه اندازی و رشد استارت آپ جدید، همواره چالش برانگیز بوده است. برای حل این چالش لازم است کارآفرینان و رهبران ذهنیت گشوده ای نسبت به آزمودن رویکردهای جدید و نوآورانه داشته باشند تا بتوانند شانس موفقیت خود را افزایش دهند و این با ریسک همراه است. می توانید با پیش گرفتن یک رویکرد منطقی و علمی به منظور یافتن بهترین استراتژی برای اداره کردن کسب و کارتان، شانس موفقیت خود را افزایش دهید. تا کنون جشن استارت آپ ناب یکی از موفق ترین رویکردهای سیستماتیک بوده است. این رویکرد به شکل گسترده در سراسر جهان پذیرفته شده و نحوه ساخت استارت آپ ها و ارائه محصولات جدید را دستخوش تغییر کرده است و...
25197,دنیای سینما شامل زبان های مختلف است:زبان تصویری روایت،زبان محاوره ای کارگردان،مسئولان فنی دنیای صحنه فیلمبرداری،زبان تحقیقات و نقد سینمایی،گفتمان عمومی و اصطلاحت تخصی منخصصان فنی سینما و... افزون بر آن سینما دنیایی در حال تغییر است و روش های کارکردی جدید،مفاهیم کلیدی زیبایی شناسی نوین و دورنماهای تحقیقاتی تازه در آن با سرعتی دیوانه وار رشد میکنند. فرهنگ اصطلاحات سینمایی بازتابی از وضعیت هنر سینما در دنیای امروزه است و به عنوان راهنمایی مطمئن و جامع ما را در درک رسانه سینما یاری خواهند رساند. جای شگفتی نیست که این مرجع،بیست سال تمام به عنوان تنها مرجع در زمینه سینما باقی مانده همچنان به تمامی زبان های بین المللی برگردانده ومورد استفاده قرار میگیرد.
4422,رهبری اعضای یک سازمان یا گروه یکی از اصول موفقیت است که دستیابی به آن مراحل گوناگون دارد. اینک باید پرسید مردم، رهبری را چگونه می آموزند؟ چارچوب دستیابی به فرایند رهبری اقدامی عملی است که به یادگیری روشمند و علمی نیازمند است. پنج سطح رهبری که در این کتاب گام به گام بررسی خواهد شد نگرش هایی درباره اصول رهبری ارائه خواهد داد.
39298,کتاب اعتقادات به همت مهدی انصاری قمی و سید حسن بنی طبا از چهار رساله ارزشمند و دقیق و علمی و کلامی منتسب به شیخ صدوق، شیخ مفید، مقدس اردبیلی و علامه مجلسی برگرفته، ترجمه و تنظیم شده و انتشارات کتابستان آن را به چاپ رسانده است. این چهار عالم دانشمند شیعی، متعلق به چهار دوره ی زمانی متفاوت هستند، افرادی دغدغه مند و دین پژوه که متناسب با دوران زندگی خود در مقام پاسخگویی به شبهات موجود برآمدند تا مردم زمانه خود را برای حفظ اعتقادات و باورهای دینی شان یاری رسانند و دین را در برابر شبهات گذشته و جدید محافظت کنند. در اثر حاضر از اصول اعتقادی و دینی در زمینه های مختلف چون مرگ، معاد، نبوت، نزول قرآن، حسابرسی اعمال، بهشت و دوزخ و… سخن به میان آمده است.
492,"شاهین مالت، رمانی جنایی است نوشته ی داشیل همت که برای اولین بار در سال 1929 انتشار یافت. البته گفتنی است داستان این کتاب در ابتدا به صورت مجموعه ای سریالی در مجله ی بلک مسک به چاپ رسید.
سم اسپید توسط زنی آراسته به نام خانم واندرلی استخدام شده تا خواهر گمشده اش را که به همراه پسری به نام فلوید ترسبی فرار کرده، پیدا کند. اما رازی در مورد خانم واندرلی برملا می شود که همه چیز را تغییر می دهد و زمانی که همکار اسپید، در حال تعقیب ترسبی به قتل می رسد، او، خود را در مهلکه ای می یابد که در آن هم شکار است و هم شکارچی. آیا اسپید می تواند قبل از این که «مرد چاق» او را پیدا کند، نشانه ای از جواهرات ارزشمند به دست بیاورد؟"
684,"کتاب غذا دعا عشق، شرحی صادقانه و جذاب از مسیر زندگی نویسنده ای است که به دنبال یافتن معنی زندگی خود می گردد.
الیزابت گیلبرت در آستانه ی سی سالگی، دچار بحران میانسالی زودهنگام شد. او هر چیزی که یک زن تحصیل کرده و بلندپرواز آمریکایی باید داشته باشد را داشت: شوهر، خانه و شغلی موفق. اما الیزابت به جای احساس خوشبختی و رضایت، با ترس، اندوه و سردرگمی شدیدی دست و پنجه نرم می کرد. 
گیلبرت برای خلاصی از این مشکلات و دغدغه های روحی، دست به اقدامی سرنوشت ساز می زند. او به منظور فرصت دادن به خود برای فهمیدن این که واقعا چه کسی است و از زندگی چه می خواهد، قید دارایی ها و متعلقات خود را می زند، از شغلش استعفا می دهد و به تنهایی به سفری به دور دنیا می رود. شرح حال جذاب و اتفاقات هیجان انگیز این سفر از کتاب غذا دعا عشق، اثری تأثیرگذار و تجربه ای کم نظیر ساخته است."
91990,
62753,«نیستان و سینما» نوشته فریده صدائی(-۱۳۵۶) است و به تصویرگرایی سینمایی در مثنوی مولوی می‌پردازد. این پژوهش به بررسی شیوۀ بیان تصویری مولوی با استفاده از تعابیر و شیوۀ تصویرسازی سینما پرداخته است، بطوری که شایسته است این اثر را پژوهشی که سینما را به روایت مولوی بازگو می‌کند، قلمداد کرد. بی‌شک مولوی در حیطه هنر یکی از بی‌بدیل‌ترین آثار ادبی را خلق کرده است، مثنوی معنوی او علاوه بر ویژگی‌های ژرف اخلاقی و عرفانی از لحاظ نمایشی، قصه‌پردازی، شخصیت‌سازی، صحنه‌آرایی، تصویرگری و مهارت در توصیف و تجسّم بخشی دارای مرتبه ویژه‌ای نیز هست. مولانا برای ایجاد فضایی عینی در برابر منظر خیال مخاطبش همچون کار‌گردانی چیره دست، تواناست. ‌او برای تبیین ذهنی‌ترین مفاهیم انسانی به عینی‌ترین شیوه‌های مألوف و مطلوب مخاطبش نظر داشته است زبان تمثیلی او، نوع روایت، خلق شخصیتها، گفتگوها، ایجاد موقعیت داستانی، صحنه‌آرایی و تنظیم عوامل تأثیرگذار در آن، همگی از ابزارهایی است که سینما نیز با آن معنا یافته است، به عبارتی مثنوی قابلیتهای اثری سینمایی را در خود جا داده است. با بررسی تصاویر شعری و مشخص شدن ویژگی تصویرسازی مولوی در مثنوی و شگردهایی که بیش از هر چیز به تصویرسازی سینمایی شباهت دارد، می‌توان به ذهنیت و تصورات فکری او تا حدودی دست پیدا کرد. این دستاورد در حوزۀ نقد کاربرد ویژه‌ای دارد و به نقّاد در دستیابی و یا حداقل نزدیک شدن به دیدگاه هنرمند از جهان پیرامونش کمک می‌کند. با پیش گرفتن روش تحلیل بصری و شیوۀ تقطیع فیلمنامه که اغلب توسط کارگردان صورت می‌گیرد، تا حدود زیادی می‌توان به ظرایف مثنوی در این زمینه دست پیدا کرد. در بررسی مثنوی با شیوۀ پیش گرفته شده می‌توان مولفه‌هایی چون نما و‌ترکیب عناصر موثر در صحنه یعنی صحنه پردازی، نورپردازی و کارکرد پرتأثیر صدا در سینما را در مورد مثنوی نیز انطباق داد. شیوۀ‌ترکیب تصاویر در رشته ایی از حکایات پیوسته و مکمل با روایتگری سینمایی بیشتر قرابت دارد تا شیوه‌های معمول در داستان گویی.
84703,دفتر یادداشت خط دار مخملی (کد R-1190)
79448,پژوهش، گردآوری و متن: محمدرضا درویشیمشایخ نوعی باد است که در جسم و روان افراد (معمولا کارگران کشتی‌ها و لنج‌ها و ساحل نشینان فقیر) حلول می‌کند و آنها را به تسخیر خود درمی آورد و تعادل روحی و جسمی شان را برهم می زند. مراسم مشایخ آیین ویژه ای است همراه با موسیقی که برای مهار کردن باد برگزار می‌شود و رهبری و هدایت آن به عهده ی اباباب یا امامابی آن مراسم است. در این سی‌دی حاجی‌آمنه ذوق پور، حاج‌غلام طالبی و مریم گلابی (به عنوان خواننده، بابا و مامای مشایخ) و گروه پانزده نفری آنها اجرای مراسم را به عهده دارند.
32160,کتابی که برنامه های شبانه روز را به طور منظم بیان کرده باشد یافت می شود، و به خصوص مشایخ قوم، شاگردان خود را در این مهم به کتاب «مفتاح الفلاح» نوشته جامع معقول و منقول، آیت حق مرحوم شیخ بهایی ارجاع میدادند، لیکن این کتاب به دلیل متن عربی و اضافات توضیحی، برای عموم قابل استفاده نیست. از این رو، کتاب حاضر با محوریت مفتاح الفلاح همراه با بهره گیری از مجموعه کتب معتبری که در این راستا نگارش یافته و در فهرست منابع کتاب آمده است، تدوین شد و یک دوره فشرده از اعمال عبادی شبانه روز، از لحظه بیداری برای نافله شب تا هنگام استراحت شبانه، در آن ارایه گردید، به گونه ای که با مراجعه به آن بتوان امور عبادی خود را تحت برنامه منظمی متناسب با توان و استعداد خود انتخاب و انجام داد.
77479,کتاب آناماگدالنا باخ، که آلبوم‌های موسیقی خاص خانواده‌ی یوهان زباستیان باخ را تشکیل داده‌اند، قطعاتی با کاراکترهای گوناگون برای ساز و آواز را شامل می‌شوند. این قطعات هم آثاری از آهنگساز و هم آثار دیگر را دربرمی‌گیرند و در این دو کتاب همگی به دست خود ی.ز. باخ و گاه همسر او آناماگدالنا باخ نوشته شده اند که می‌تواند دست نوشت یکی از اعضای خردسال خانواده‌ی باخ باشد. این مجموعه در قالب یک سی‌دی به طور جداگانه توسط دلبر حکیم آوا با پیانو ضبط و اجرا شده است.
21534,کودکان بخش مهمی از هر جامعه را تشکیل می دهند، تنش و فشاری که این روزها از طرف جامعه به آن ها اعمال می شود غیر قابل چشم پوشی است و نیاز به دانستن این موضوع از جانب بزرگتر ها امری است ضروری. هدف این کتاب آگاه کردن مردم از فشارها و استرسی است که به کودک تحمیل می شود تا بدین وسیله بتوان به کودکان کمک کرد تا جایی که امکان دارد به طور موثری با آن برخورد کند.
54750,«کمونیسم» کتابی‌ست برای پایان دادن به بسیاری از توهمات، دروغ‌ها و فریب‌هایی که سال‌هاست به خورد همه داده‌اند تا به همگان بقبولانند که منفعت‌طلبی، خودخواهی، تجاوز به حقوق دیگران، تخریب محیط زیست، اهمیت ندادن به سرنوشت جامعه، زمین و همه‌چیز، پا گذاشتن روی سر دیگران و له کردنشان به خاطر منافع شخصی و درکل همه‌ی رذایل بشری، بخشی از واقعیت همه‌ی انسان‌هاست که نه فقط باید بپذیریدشان بلکه آن را با حمایت نظام سرمایه‌داری عملیاتی کنید! بینی آدامچاک در کمونیسم نکته‌های دیگری را هم گوشزد می‌کند که فهم آن‌ها نیز ضروری‌ست: افسانه‌پردازی‌ها و دروغ‌ها پیرامون حرف‌ها و نوشته‌های مارکس از سوی رسانه‌های تک‌صدایی نظام سرمایه‌داری جهانی که هیچ‌وقت نگفته‌اند مارکس و پس‌ازآن انگلس، در تعریف «دیکتاتوری پرولتاریا» نوشته‌اند که مقصودشان «دولت جمهوری دموکراتیک» است و نه حکومت دیکتاتوری فردی و حزبی! با خواندن این کتاب به تعریف درست و روشنی از کمونیسم و سرمایه‌داری می‌رسید و درنهایت همه‌ی آن‌چه ناممکن فرض شده‌اند را ممکن می‌دانید! همان‌طور که بشر در طول تاریخش فکر نمی‌کرد یک نظامی به نام سرمایه‌داری جهان را در دست بگیرد و در حدود دویست سال، چند میلیون سال زمین را به نابود شدن نزدیک کند، ولی به هر روی چنین سیستم نابودگر روی زمین بر سر کار آمد و شد آنچه نباید می‌شد! به همین ترتیب می‌توان این توهم را که نمی‌توان جهانی بهتر، سالم‌تر و اخلاقی‌تر، عاری از فقر و کشتار و نابودی داشت را کناری گذاشت و برای ساختن جهانی بهتر رویاهای زیبا و عملی در سر پروراند. کتاب «کمونیسم: داستانی کوتاه درباره‌ی این‌‌که چگونه همه‌چیز می‌تواند متفاوت باشد» یکی از بهترین‌هاست برای شناخت جهانی که صاحبان قدرت و ثروت برای‌مان ساخته‌اند و با دروغ‌ها و فریب‌های‌شان کمونیسم را به هیولایی تبدیل کرده‌اند که باید از آن ترسید، درحالی‌که کمونیسم فقط می‌خواهد بگوید که «ای مردم، دارید بد زندگی می‌کنید!»، به زندگی خوب فکر کنید و به امکان تغییر و برای رسیدن به آن دست به کار شوید.
79454,تک‌نوازی تنبور: شیرین محمدی
30313,داستان کتاب حاضر بستری تاریخی دارد و ماجرای آن با بررسی اسناد و مدارکی مستند روایت شده، اما به ناچار شخصیت هایی خیالی به آن پیوسته و گاه تخیل نویسنده نیز در آن دخیل شده است. ماجرا از بهمن ماه سال هزار و سیصد و بیست و هفت آغاز می شود و ضمن به تصویر کشیدن روزگار پریدخت، دردانه پدربزرگ، دختر جوانی که قرار است به زودی جشن ازدواجش با عماد، گل سر سبد فامیل، برگزار شود و آن چه که بر او می گذرد، اوضاع سیاسی و اجتماعی آن دوران را به نمایش می گذارد.درست هنگامی که پریدخت برای گرفتن سفارش های خانواده به خیاطی موسیو رفته، ناگهان سکوت روز جمعه در هم می شکند و جمعیتی عظیم در خیابان ها در حال دویدن به یکدیگر طعنه می زنند، گویا شاه را در دانشگاه ترور کرده اند واین هیاهو حاصل همین اتفاق است. و اما حالا خبری از عماد نیست، عمادی که قرار بوده سری به دانشگاه بزند!
44233,"کریتوس انتقام او از خدایان المپوس را سالها پشت سر گذاشت و اکنون به عنوان یک مرد در قلمرو خدایان و هیولاهای نورس زندگی می کند. در این دنیای خشن و نابخشودنی است که او باید برای زنده ماندن بجنگد... و به پسرش نیز همین کار را بیاموزد. این بازسازی شگفت‌انگیز از خدای جنگ عناصر اصلی را که سریال را تعریف می‌کردند - مبارزات رضایت‌بخش، مقیاس نفس‌گیر، و روایتی قدرتمند - ساختارشکنی می‌کند و آنها را از نو ترکیب می‌کند.در بخشی از کتاب آمده است:""این مچ ها و ساعدها نمادهای راستین خدمات او به خدایان اند پاره های گوشتشان که از پوسیدگی رو به سیاهی ،گذاشته در بادی سرد به این سو و آنسو تکان می.خورد حتی استخوانها نیز زخم گداخته ی زنجیرها را به یادگار دارد همان زنجیرهایی که تیغهای آشوب را پیوسته به خود میدید آن زنجیرها اینک دیگر در کار نیست و به دست خدایی که آنها را بر او تحمیل کرد از دستهایش پاره و کنده شده است زنجیرها نه تنها او را به تیغها و آنها را به او متصل میکرد بلکه وی را در قید و بند خدمت به خدایان نیز قرار میداد. اما خدمت او دیگر تمام شده بود زنجیرها و تیغهایش هم با اتمام آن ناپدید شده بود حالا او هیچ نداشت هیچ و هرچه که او را ترک نکرده بود دورش انداخته بود دوستی نمانده بود زیرا در سرتاسر گیتی مهیب و منفور بود و مخلوق زنده ای یافت نمیشد که نگاهی از سر عشق یا علاقه به او بیندازد دشمنی هم در کار نبود چرا که دیگر کسی باقی نمانده بود تا بکشد. خانواده ای ،نداشت و این حتی اکنون نیز حفره ای درون قلبش بود. جایی که جرئت نگاه به آن را نداشت و سرانجام آخرین مفر و پناهش از گمگشتگی و تنهایی خدایان..."""
99901,مباحث کتاب انتقال گرما:مفاهیم پایهفرمول یندی دیفرانسیلی قوانین اصلیمحاسبات یک بندی دقیقجریان لایه مرزی کاربرد در جریان خارجیمحاسبات تقریبی روش انتگرالانتقال گرما در جریان کانالجابه جایی آزادروابط همبستگی جابه جایی اجباری و آزادپیوست ها
88083,
87043,
15906,
76428,کیف پارچه ای 37*38 (تاریخ هنر)
95550,در خلال سالیان گذشته، استفاده از کامپوزریت‌ها با زمینۀ پلیمری بسیار رایج شده است. در سال‌های نخست و در دهه‌های ۵۰ و ۶۰ میلادی، از این مواد در صنایع ویژه‌ای همچون هوا فضا و پتروشیمی و در ادوات نظامی استفاده می‌شد و در دهۀ‌ ۸۰ و ۹۰ زمینۀ کاربرد این مصالح در مهندسی سازه نیز فراهم شد. نخست، این مصالح به عنوان فناوری گران‌قیمت، در تقویت عناصر گوناگون سازه‌ها به کار می‌رفت، اما امروزه، به کاربرد این مواد در مهندسی سازه توجۀ فراوانی شده است و مطالعات بسیاری روی آن انجام می‌گیرد. وزن سبک، دوام بسیار خوب در محیط‌های دریایی و خورنده و دیگر ویژگی‌های یکتای این مصالح به کاربرد گسترده کامپوزیت‌ها در طراحی سازه‌های موقت، راه‌پله و دسترسی در محیط‌های صنعتی و سازه‌هایی با خطر پذیری کمتر در هنگام زلزله، انجامیده است. در این کتاب، به طراحی کامل نیمرخ‌های کامپوزیت الیافی پرداخته شده ‌است.
121922,
45909,همه‌ی هنرمندان بزرگ، اهل هر هنری باشند، باز هم نوشتن با زبانی که با آن فکر می‌کنند را جدی می‌گیرند. فیلمساز، عکاس، مجسمه‌ساز و نقاش، فرقی نمی‌کند، همیشه نوشتن بخشی از وجود هنرمند بوده و هست. نوشتن یادداشت‌ها و مقاله‌های تئوریک و نظری از یک سو، شعر، داستان، زندگی‌نامه و جستار هم از سوی دیگر، همواره بخشی از وجود هنرمند بوده‌اند. از داوینچی تا پیکاسو، سنت نوشتاری نزد هنرمندان و به ویژه نقاشان وجود داشته و هنوز هم. کتاب «یک دقیقه‌ها» نمونه‌ی دیگری از این سنت نوشتاری نقاشان است. یادداشت‌های کوتاه «احمد نصرالهی»، نقاش و هنرمند شهیر معاصر، در کتاب «یک دقیقه‌ها»، جلوه‌ای از فوران ایده‌های لحظه‌ای هنرمند در طول سال‌های 1370 تا 1398 است و به گزینش و انتخاب «لیدا نصراللهی» منتشر شده‌اند. یادداشت‌های این کتاب ابعاد گوناگونی دارند، از ایده‌های فلسفی برآمده از زندگی روزمره تا شخصی‌ترین لحظه‌های هنرمند و البته نکته‌ی ثابت همه‌ی این یادداشت‌ها، جنبه‌ی بسیار قوی حسانی و شاعرانه‌ی آن‌هاست. کتاب «یک دقیقه‌ها» برای رفتن به دل تجربه‌های ناب و فکورانه‌ی نقاش بزرگ زمانه‌ی ما، حتی بدون دیدن نقاشی‌های او، انتخاب خوبی‌ست.
38956,"""درآمدی بر فلسفه تعلیم و تربیت جمهوری اسلامی ایران"" اثری است دو جلدی نوشته‌ی دکتر ""خسرو باقری"" که با هدف بیان چارچوبی نظری از فلسفه تعلیم و تربیت در جمهوری اسلامی ایران به نگارش درآمده است. کاری که بسیار مورد نیاز بوده است اما کمتر مورد توجه قرار گرفته است. در این مجلد سعی شده هدف، اصول و مفاهیم اساسی فعالیت های آموزشی مشخص شود.چارچوب فلسفی تعلیم و تربیت، چارچوبی نظری است که امور علمی آموزش را هدایت و بازنگری می کند. فلسفه آموزشی کشور ما هنوز آن طور که باید و شاید توسعه نیافته است و کتاب ""درآمدی بر فلسفه تعلیم و تربیت جمهوری اسلامی ایران"" به قلم دکتر ""خسرو باقری""، ابزاری است که اولین قدم برای رسیدن به این هدف را برای مخاطب آشکار می‌کند. این کتاب را باید رویکردی فلسفی به برنامه درسی دانست و تعبیری مانند فلسفه برنامه درسی، تعبیری مناسب برای آن به حساب می‌آید. از ویژگی‌های مثبت این کتاب می‌توان به کیفیت مطلوب معادل‌سازی اصطلاحات انگلیسی، استفاده از راهبرد بحث آغازین و نتیجه گیری نهایی، جامعیت نسبی، تطبیق مناسب محتوای کتاب با نمایه‌اش، مناسب بودن اثر برای برنامه‌های کارشناسی ارشد و دکتری در فلسفه تعلیم و تربیت و تدوین برنامه درسی اشاره کرد.داده ها و اطلاعات در کتاب ""درآمدی بر فلسفه تعلیم و تربیت جمهوری اسلامی ایران"" به روز هستند و این پژوهش از طریق پرداختن به مولفه های متعدد فلسفه تعلیم و تربیت در جمهوری اسلامی، روش تحقیق و استفاده از روش فلسفی در تعلیم و تربیت اسلامی مطالب خود را پیش می‌برد. چینش منطقی و انسجام مناسب مطالب امری راهگشا در مطالعه‌ی این کتاب است و هر فصل از ارجاعات دقیقی برخوردار است."
90912,آنچه در این کتاب می‌آموزید: نحوه تعریف ترکیبات مختلف از قبیل ترکیبات جامد و ترکیبات نفتیتعیین مدل ترمودینامیکی و چگونگی انتخاب آنشبیه سازی فرایند جداسازی دوفازی و سه فازیشبیه سازی انواع مبدل‌های حرارتیشبیه سازی تجهیزات دوار از قبیل پمپ، کمپرسور، توربین و ...
38315,زندگی و کار کارآگاه مرداک به طرز غم انگیزی در هم می‌پیچد وقتی که خواهرش که مدت‌ها پیش برای فرار از پدر بدسرپرست خود به صومعه فرار کرده بود، در بستر مرگ می افتد. در همین حال، همین پدر به قتل متهم شده و از پسر جدا شده خود می خواهد تا بی گناهی او را ثابت کند. اما مرداک با شناخت پدرش، چه چیزی را باید باور کند؟ مجموعه مرداک کارآگاه مورین جنینگز از همان ابتدا موفقیت‌آمیز بود. اولین رمان این مجموعه که با نقدهای تحسین برانگیز منتشر شد، در فهرست نهایی جوایز رمان اول آرتور الیس و آنتونی قرار گرفت. نشریه تاثیرگذار درود ریویو Poor Tom Is Cold را به عنوان یکی از ماجراهای معمایی مورد علاقه خود در سال 2001 انتخاب کرد. و بگذار سگ ها را رها کنیم در سال 2004 در فهرست نهایی جایزه آنتونی برای بهترین راز تاریخی قرار گرفت.سه تا از این رمان‌ها برای تلویزیون اقتباس شده‌اند و چهار فصل از یک مجموعه تلویزیونی، اسرار مرداک، بر اساس شخصیت‌های رمان‌ها، توسط Shaftesbury Films برای CITY TV/Rogers، UKTV در بریتانیا تولید و توسط ITV در سطح بین‌المللی توزیع شده است.
51309,اثر کنونی گرچه به لحاظ حجم کوچک، اما از نظر محتوی بسیاری از نکات مبهم پیرامون انگیزه ها و پیامدهای مداخله ارتش سرخ و کمونیست های ایرانی و قفقازی و روسی از ورود به گیلان و همکاری با نهضت جنگل را فاش می سازد که تاکنون بر مورخان و محققان ایرانی پوشیده مانده است. اسناد محرمانه مورد مطالعه نویسنده نشان می دهد که مداخله ارتش سرخ و کمونیستها در گیلان نه یک حادثه استثنایی و منزوی بلکه بخش کوچکی از یک سناریوی گسترده تر برای گسترش سلطه شوروی بر تمامی ایران، و نیز در سایر مناطق اطراف اتحاد جماهیر شوروی یعنی آسیای میانه، افغانستان، هند، عثمانی و اروپای شرقی با استفاده از اوضاع نابسامان، بی ثبات و هرج و مرج گونه ناشی از پایان جنگ جهانی اول بوده است. یکی از نکات مهمی که کتاب حاضر به ما نشان می دهد، وجود اختلاف بر سر خط مشی و برنامه سیاسی میان نخبگان گوناگون کمونیست در مسکو و نیز در قفقاز و همچنین اختلاف نظرهای میان این دو بر سر تحولات گیلان به طور خاص و ایران به طور عام است. اختلاف نظرهایی که بر سر نحوه مداخله کمونیست های روسی و قفقازی در نهضت جنگل در گیلان تشدید شد و در نهایت به شکل قرار داد ۱۹۲۱ ایران و شوروی از یک سو و آغاز عملیات کمونیست های روسی - قفقاز به رهبری احسان الله خان برای فتح نهایی تهران از سوی دیگر تجلی پیدا کرد. این اسناد همچنین از وجود اختلافات در درون حزب کمونیست ایران میان جناح های سلطان زاده و حیدر خان عمواوغلی و نقش مهم استالین در ایجاد اختلاف میان آنها حکایت می کند.مترجم این کتاب در سال ۱۳۷۸ در نیکوزیا از طریق پروفسور ویتائی نامکین استاد و محقق روسی و سردبیر نشریه مطالعات شرقی روسی کتاب حاضر را تهیه و به ترجمه آن اقدام کرد.
89861,عصر ویکتوریا نام خود را از ملکه ویکتوریا گرفته است که در زمان انقلاب، رهایی مردم از حکومت سلطنتی، رشد صنعت متریک، زوال شهری و گسترش امپراتوری بر بریتانیای کبیر حکومت می کرد. این نسخه جذاب وقایع و شخصیت های عجیب و غریب دوران ویکتوریا را بررسی می کند. فصل‌ها موضوعات مرتبط را به زبانی قابل دسترس، نقشه‌ها و جدول‌های زمانی ارائه می‌کنند تا تحقیقات دانشجویی را تسهیل کنند. موضوعات مورد تجزیه و تحلیل در این نسخه عبارتند از: دنیای جدید تحت رهبری ملکه ویکتوریا، نوآوری در فن آوری و صنعتی شدن، شکوه و جلال و سوء استفاده های انگلستان ویکتوریایی، جنبش های اصلاحی مختلف، زندگی و اوقات فراغت، و در نهایت افول دوران ویکتوریا. مجموعه کتاب‌های تاریخ جهان به بررسی دوران‌ها، رویدادها، تمدن‌ها و جنبش‌هایی می‌پردازد که تاریخ بشر را شکل داده‌اند و بینشی از گذشته و میراث‌های فراوان آن را در اختیار خوانندگان قرار می‌دهند.این کتاب مروری بر دورانی است که به نام سلطنت ملکه ویکتوریا، از سال 1837 تا 1901، زمانی که تغییرات گسترده اجتماعی، سیاسی و تکنولوژیکی نامگذاری شده است. فصل‌ها پیش‌زمینه دوران ویکتوریا را پوشش می‌دهند. نوشتن زنده، عکس‌های تمام رنگی و استفاده گسترده از نقل قول‌های منبع اولیه و ثانویه با استناد کامل، حس واقعی بودن را ایجاد می‌کند. ستون‌های کناری، خطوط زمانی بصری، فهرست‌ها و کتاب‌شناسی‌های حاشیه‌نویسی که در هر جلد ظاهر می‌شوند، مقدار زیادی از مطالب را ارائه می‌کنند.
